,bairro/cidade,rua,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,bairro,cidade
839,"Cambeba, Fortaleza",,"Apartamento para comprar 
Cambeba, Fortaleza",84,3,2,2,R$ 847.520,0,Cambeba, Fortaleza
840,"Pedras, Fortaleza",Rua Quartzo,"Apartamento para comprar 
Pedras, Fortaleza",55,2,2,2,R$ 160.000,0,Pedras, Fortaleza
841,"Pedras, Fortaleza",Rua Quartzo,"Casa para comprar 
Pedras, Fortaleza",87,2,2,2,R$ 191.000,0,Pedras, Fortaleza
842,"Lagoa Redonda, Fortaleza",Rua Nelson Coelho,"Casa para comprar 
Lagoa Redonda, Fortaleza",135,3,2,2,R$ 450.000,Cond. R$ 670,Lagoa Redonda, Fortaleza
843,"Prefeito José Walter, Fortaleza",Rua 08H,"Apartamento para comprar 
Prefeito José Walter, Fortaleza",44,2,2,2,R$ 270.000,Cond. R$ 295,Prefeito José Walter, Fortaleza
844,"Jardim Cearense, Fortaleza",Rua Emílio Sá,"Apartamento para comprar 
Jardim Cearense, Fortaleza",64,3,3,1,R$ 260.000,Cond. R$ 550 • IPTU R$ 90,Jardim Cearense, Fortaleza
845,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",131,3,4,3,R$ 1.349.999,Cond. R$ 800,Cocó, Fortaleza
846,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",260,4,5,3,R$ 2.450.000,Cond. R$ 2.535 • IPTU R$ 1.086,Meireles, Fortaleza
847,"Maraponga, Fortaleza",Rua Luís Torres,"Casa para comprar 
Maraponga, Fortaleza",160,4,3,5,R$ 595.000,IPTU R$ 50,Maraponga, Fortaleza
848,"Presidente Kennedy, Fortaleza",Avenida Cearenses,"Apartamento para comprar 
Presidente Kennedy, Fortaleza",75,3,2,2,R$ 546.000,Cond. R$ 1 • IPTU R$ 1,Presidente Kennedy, Fortaleza
849,"Presidente Kennedy, Fortaleza",Avenida Cearenses,"Apartamento para comprar 
Presidente Kennedy, Fortaleza",65,3,2,1,R$ 479.000,0,Presidente Kennedy, Fortaleza
850,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",150,3,4,2,R$ 750.000,Cond. R$ 1.636 • IPTU R$ 231,Meireles, Fortaleza
851,"Mondubim, Fortaleza",Rua Turquesa do Loteamento Cartier José Célio Gurgel,"Casa para comprar 
Mondubim, Fortaleza",131,4,3,2,R$ 548.000,0,Mondubim, Fortaleza
852,"Mondubim, Fortaleza",Rua Itacira,"Apartamento para comprar 
Mondubim, Fortaleza",44,2,1,1,R$ 52.000,Cond. R$ 300 • IPTU R$ 250,Mondubim, Fortaleza
853,"Aldeota, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Aldeota, Fortaleza",105,4,4,1,R$ 550.000,Cond. R$ 1.200,Aldeota, Fortaleza
854,"Parangaba, Fortaleza",Avenida Bibio Frota,"Apartamento para comprar 
Parangaba, Fortaleza",61,3,2,2,R$ 630.000,Cond. R$ 480 • IPTU R$ 800,Parangaba, Fortaleza
855,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",112,3,4,2,R$ 625.000,Cond. R$ 1.200,Cocó, Fortaleza
856,"José de Alencar, Fortaleza",Rua Neudélia Monte,"Apartamento para comprar 
José de Alencar, Fortaleza",56,3,2,1,R$ 260.000,Cond. R$ 830,José de Alencar, Fortaleza
857,"Paupina, Fortaleza",Rua C Lot Messejana,"Apartamento para comprar 
Paupina, Fortaleza",44,2,1,1,R$ 59.000,Cond. R$ 290 • IPTU R$ 1,Paupina, Fortaleza
858,"Guararapes, Fortaleza",Rua Firmino Rocha Aguiar,"Apartamento para comprar 
Guararapes, Fortaleza",72,3,3,2,R$ 579.000,0,Guararapes, Fortaleza
859,"Sapiranga-Coité, Fortaleza",,"Casa de condomínio para comprar 
Sapiranga-Coité, Fortaleza",150,3,1,3,R$ 590.000,Cond. R$ 950 • IPTU R$ 1,Sapiranga-Coité, Fortaleza
860,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",254,4,6,5,R$ 4.130.990,0,Meireles, Fortaleza
861,"Parque Dois Irmãos, Fortaleza",Rua das Olimpíadas,"Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",52,3,2,2,R$ 320.000,Cond. R$ 322 • IPTU R$ 890,Parque Dois Irmãos, Fortaleza
862,"Coaçu, Fortaleza",Rua José Cavalcante Sobrinho,"Apartamento para comprar 
Coaçu, Fortaleza",44,2,1,1,R$ 190.000,Cond. R$ 218 • IPTU R$ 200,Coaçu, Fortaleza
863,"Lagoa Redonda, Fortaleza",Rua Miguel Ferreira,"Casa para comprar 
Lagoa Redonda, Fortaleza",298,5,6,4,R$ 490.000,0,Lagoa Redonda, Fortaleza
864,"São Bento, Fortaleza",Rua N,"Casa para comprar 
São Bento, Fortaleza",107,3,3,2,R$ 420.000,0,São Bento, Fortaleza
865,"Parquelândia, Fortaleza",Rua Armando Oliveira,"Casa para comprar 
Parquelândia, Fortaleza",544,7,4,5,R$ 1.199.000,0,Parquelândia, Fortaleza
866,"Mondubim, Fortaleza",Rua José Sitônio Rosas,"Casa para comprar 
Mondubim, Fortaleza",118,4,3,3,R$ 475.000,Cond. R$ 560,Mondubim, Fortaleza
867,"Aldeota, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Aldeota, Fortaleza",330,5,6,5,R$ 4.350.000,0,Aldeota, Fortaleza
868,"Cidade dos Funcionários, Fortaleza",,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",240,4,5,5,R$ 790.000,IPTU R$ 1.500,Cidade dos Funcionários, Fortaleza
869,"Mondubim, Fortaleza",Rua Professor Manduca,"Apartamento para comprar 
Mondubim, Fortaleza",62,3,2,1,R$ 215.000,Cond. R$ 500,Mondubim, Fortaleza
870,"Aldeota, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Aldeota, Fortaleza",115,3,3,2,R$ 889.000,Cond. R$ 1 • IPTU R$ 1,Aldeota, Fortaleza
871,"Maraponga, Fortaleza",Rua Júlio Alcides,"Apartamento para comprar 
Maraponga, Fortaleza",50,2,2,1,R$ 245.000,Cond. R$ 250,Maraponga, Fortaleza
872,"Guararapes, Fortaleza",Rua Francisco Farias Filho,"Casa para comprar 
Guararapes, Fortaleza",400,3,4,5,R$ 3.500.000,0,Guararapes, Fortaleza
873,"Presidente Kennedy, Fortaleza",Avenida Cearenses,"Apartamento para comprar 
Presidente Kennedy, Fortaleza",65,3,2,1,R$ 515.000,Cond. R$ 1 • IPTU R$ 1,Presidente Kennedy, Fortaleza
874,"Sapiranga, Fortaleza",Rua José Vilar de Andrade,"Casa de condomínio para comprar 
Sapiranga, Fortaleza",158,4,4,3,R$ 900.000,Cond. R$ 1.120,Sapiranga, Fortaleza
875,"Meireles, Fortaleza",Rua Monsenhor Bruno,"Cobertura para comprar 
Meireles, Fortaleza",325,4,5,2,R$ 700.000,Cond. R$ 1.800,Meireles, Fortaleza
876,"Passaré, Fortaleza",Rua das Carnaúbas,"Apartamento para comprar 
Passaré, Fortaleza",52,2,2,1,R$ 289.000,Cond. R$ 400 • IPTU R$ 75,Passaré, Fortaleza
877,"Mucuripe, Fortaleza",,"Apartamento para comprar 
Mucuripe, Fortaleza",153,3,4,3,R$ 1.850.000,Cond. R$ 1.200 • IPTU R$ 2.500,Mucuripe, Fortaleza
878,"De Lourdes, Fortaleza",Avenida Engenheiro Luiz Vieira,"Apartamento para comprar 
De Lourdes, Fortaleza",62,3,2,2,R$ 480.000,Cond. R$ 555,De Lourdes, Fortaleza
879,"Pedras, Fortaleza",Rua Quartzo,"Casa para comprar 
Pedras, Fortaleza",83,2,2,2,R$ 195.000,0,Pedras, Fortaleza
880,"Dionisio Torres, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Dionisio Torres, Fortaleza",160,3,5,3,R$ 750.000,Cond. R$ 1.500 • IPTU R$ 200,Dionisio Torres, Fortaleza
881,"Jóquei Clube, Fortaleza",Rua Mozart Firmeza,"Apartamento para comprar 
Jóquei Clube, Fortaleza",67,3,2,2,R$ 590.000,Cond. R$ 650 • IPTU R$ 1.200,Jóquei Clube, Fortaleza
882,"Aldeota, Fortaleza",Rua Monsenhor Catão,"Apartamento para comprar 
Aldeota, Fortaleza",128,3,4,2,R$ 650.000,Cond. R$ 1.029 • IPTU R$ 1,Aldeota, Fortaleza
883,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Mariana Furtado Leite,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",72,3,3,2,R$ 640.000,Cond. R$ 680,Engenheiro Luciano Cavalcante, Fortaleza
884,"Mondubim, Fortaleza",Rua Doutor Raimundo Maia,"Casa para comprar 
Mondubim, Fortaleza",126,3,3,2,R$ 545.000,0,Mondubim, Fortaleza
885,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",109,3,2,2,R$ 419.900,Cond. R$ 1.200,Cocó, Fortaleza
886,"Aldeota, Fortaleza",Rua General Tertuliano Potiguara,"Apartamento para comprar 
Aldeota, Fortaleza",112,3,4,2,R$ 1.050.000,Cond. R$ 790,Aldeota, Fortaleza
887,"Meireles, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Meireles, Fortaleza",271,6,6,5,R$ 4.392.283,Cond. R$ 1.592,Meireles, Fortaleza
888,"Praia de Iracema, Fortaleza",Rua Dragão do Mar,"Apartamento para comprar 
Praia de Iracema, Fortaleza",47,1,1,1,R$ 550.000,Cond. R$ 669,Praia de Iracema, Fortaleza
889,"Salinas, Fortaleza",Avenida Rogaciano Leite,"Apartamento para comprar 
Salinas, Fortaleza",113,3,2,2,R$ 590.000,Cond. R$ 1.000 • IPTU R$ 161,Salinas, Fortaleza
890,"Cajazeiras, Fortaleza",Rua Dom Marcos Teixeira,"Apartamento para comprar 
Cajazeiras, Fortaleza",44,2,1,1,R$ 38.000,Cond. R$ 220 • IPTU R$ 150,Cajazeiras, Fortaleza
891,"Ancuri, Fortaleza",Rodovia Quarto Anel Viário,"Apartamento para comprar 
Ancuri, Fortaleza",54,2,2,1,R$ 160.000,0,Ancuri, Fortaleza
892,"Jardim Cearense, Fortaleza",Rua Rúbens Monte,"Apartamento para comprar 
Jardim Cearense, Fortaleza",64,3,2,2,R$ 640.000,Cond. R$ 550 • IPTU R$ 200,Jardim Cearense, Fortaleza
893,"Engenheiro Luciano Cavalcante, Fortaleza",Rua 2,"Casa para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",152,4,4,4,R$ 820.000,0,Engenheiro Luciano Cavalcante, Fortaleza
894,"Parque Iracema, Fortaleza",Rua 5,"Apartamento para comprar 
Parque Iracema, Fortaleza",45,2,1,1,R$ 260.000,Cond. R$ 390,Parque Iracema, Fortaleza
895,"Parque Iracema, Fortaleza",,"Apartamento para comprar 
Parque Iracema, Fortaleza",84,3,2,2,R$ 485.000,Cond. R$ 790 • IPTU R$ 1.026,Parque Iracema, Fortaleza
896,"Varjota, Fortaleza",,"Apartamento para comprar 
Varjota, Fortaleza",182,4,5,2,R$ 590.000,Cond. R$ 1.763 • IPTU R$ 228,Varjota, Fortaleza
897,"Messejana, Fortaleza",Rua Taquatiara,"Apartamento para comprar 
Messejana, Fortaleza",42,2,1,1,R$ 200.000,Cond. R$ 260,Messejana, Fortaleza
898,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",365,4,4,5,R$ 5.600.000,0,Meireles, Fortaleza
899,"Mondubim, Fortaleza",Via Coletora A,"Apartamento para comprar 
Mondubim, Fortaleza",49,2,1,1,R$ 41.000,Cond. R$ 220 • IPTU R$ 15,Mondubim, Fortaleza
900,"Dionisio Torres, Fortaleza",Rua Henriqueta Galeno,"Apartamento para comprar 
Dionisio Torres, Fortaleza",94,3,3,2,R$ 770.000,Cond. R$ 1.020,Dionisio Torres, Fortaleza
901,"Couto Fernandes, Fortaleza",Rua Oscar Bezerra,"Apartamento para comprar 
Couto Fernandes, Fortaleza",46,2,2,2,R$ 285.000,Cond. R$ 425,Couto Fernandes, Fortaleza
902,"Edson Queiroz, Fortaleza",Rua Maria Odalea Pires da Silva,"Apartamento para comprar 
Edson Queiroz, Fortaleza",91,2,3,2,R$ 969.000,Cond. R$ 950 • IPTU R$ 2.500,Edson Queiroz, Fortaleza
903,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",208,4,6,3,R$ 2.248.000,0,Meireles, Fortaleza
904,"Pedras, Fortaleza",Rua Quartzo,"Apartamento para comprar 
Pedras, Fortaleza",55,2,1,1,R$ 165.000,0,Pedras, Fortaleza
905,"Cajazeiras, Fortaleza",Avenida Geógrafo Antônio Ribeiro Zaranza,"Apartamento para comprar 
Cajazeiras, Fortaleza",10,2,1,1,R$ 35.000,Cond. R$ 1 • IPTU R$ 1,Cajazeiras, Fortaleza
906,"Sapiranga, Fortaleza",Rua Firmo Ananias Cardoso,"Casa para comprar 
Sapiranga, Fortaleza",175,3,4,4,R$ 530.000,0,Sapiranga, Fortaleza
907,"Edson Queiroz, Fortaleza",Rua Hil de Moraes,"Apartamento para comprar 
Edson Queiroz, Fortaleza",30,1,1,1,R$ 370.000,0,Edson Queiroz, Fortaleza
908,"Passaré, Fortaleza",Rua dos Mandacarus,"Apartamento para comprar 
Passaré, Fortaleza",58,3,2,2,R$ 360.000,Cond. R$ 390 • IPTU R$ 1,Passaré, Fortaleza
909,"Sapiranga-Coité, Fortaleza",Rua José Vilar de Andrade,"Casa para comprar 
Sapiranga-Coité, Fortaleza",160,3,4,2,R$ 780.000,Cond. R$ 1.000 • IPTU R$ 1.000,Sapiranga-Coité, Fortaleza
910,"Vicente Pinzon, Fortaleza",Rua Professor Heráclito,"Casa para comprar 
Vicente Pinzon, Fortaleza",350,3,3,4,R$ 755.000,0,Vicente Pinzon, Fortaleza
911,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",243,4,4,4,R$ 1.680.000,Cond. R$ 2.520 • IPTU R$ 708,Meireles, Fortaleza
912,"Cidade 2000, Fortaleza",Avenida Nila Gomes de Soárez,"Apartamento para comprar 
Cidade 2000, Fortaleza",62,3,2,1,R$ 269.000,Cond. R$ 400,Cidade 2000, Fortaleza
913,"Salinas, Fortaleza",,"Apartamento para comprar 
Salinas, Fortaleza",43,2,1,1,R$ 270.000,Cond. R$ 366,Salinas, Fortaleza
914,"Jardim das Oliveiras, Fortaleza",Rua João Pedro de Santiago,"Casa para comprar 
Jardim das Oliveiras, Fortaleza",116,3,2,4,R$ 400.000,Cond. R$ 1 • IPTU R$ 1,Jardim das Oliveiras, Fortaleza
915,"Mondubim, Fortaleza",Rua Monte Líbano,"Apartamento para comprar 
Mondubim, Fortaleza",44,2,1,1,R$ 65.000,Cond. R$ 420 • IPTU R$ 170,Mondubim, Fortaleza
916,"Edson Queiroz, Fortaleza",Rua Governador Manoel de Castro Filho,"Apartamento para comprar 
Edson Queiroz, Fortaleza",81,3,4,2,R$ 670.000,Cond. R$ 640,Edson Queiroz, Fortaleza
917,"Mucuripe, Fortaleza",,"Apartamento para comprar 
Mucuripe, Fortaleza",426,4,6,4,R$ 8.305.000,0,Mucuripe, Fortaleza
918,"Aldeota, Fortaleza",Rua Joaquim Nabuco,"Apartamento para comprar 
Aldeota, Fortaleza",126,3,3,2,R$ 660.000,Cond. R$ 1.300,Aldeota, Fortaleza
919,"Messejana, Fortaleza",Rua Joaquim Felício,"Casa para comprar 
Messejana, Fortaleza",240,3,4,2,R$ 3.500.000,0,Messejana, Fortaleza
920,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",39,1,1,2,R$ 465.000,0,Meireles, Fortaleza
921,"Papicu, Fortaleza",Rua José Rangel,"Apartamento para comprar 
Papicu, Fortaleza",55,2,2,2,R$ 480.000,Cond. R$ 475,Papicu, Fortaleza
922,"Paupina, Fortaleza",Rua do Murará,"Apartamento para comprar 
Paupina, Fortaleza",49,2,2,1,R$ 165.000,Cond. R$ 282,Paupina, Fortaleza
923,"São João do Tauape, Fortaleza",,"Apartamento para comprar 
São João do Tauape, Fortaleza",124,3,3,2,R$ 530.000,Cond. R$ 825 • IPTU R$ 1,São João do Tauape, Fortaleza
924,"Praia do Futuro II, Fortaleza",Rua Antônio Atualpa Rodrigues,"Apartamento para comprar 
Praia do Futuro II, Fortaleza",35,1,1,1,R$ 410.000,Cond. R$ 565 • IPTU R$ 100,Praia do Futuro II, Fortaleza
925,"Aldeota, Fortaleza",Rua Antônio de Pádua Neves Júnior,"Apartamento para comprar 
Aldeota, Fortaleza",202,4,5,4,R$ 2.090.000,Cond. R$ 1.650 • IPTU R$ 1,Aldeota, Fortaleza
926,"Coaçu, Eusébio",,"Casa de condomínio para comprar 
Coaçu, Eusébio",303,4,6,2,R$ 2.200.000,Cond. R$ 700,Coaçu, Eusébio
927,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",90,3,2,2,R$ 875.000,Cond. R$ 900,Meireles, Fortaleza
928,"Dionisio Torres, Fortaleza",Rua Visconde de Mauá,"Apartamento para comprar 
Dionisio Torres, Fortaleza",70,3,2,1,R$ 550.000,Cond. R$ 800 • IPTU R$ 750,Dionisio Torres, Fortaleza
929,"Mucuripe, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Mucuripe, Fortaleza",300,3,4,4,R$ 3.500.000,Cond. R$ 4.900 • IPTU R$ 1.290,Mucuripe, Fortaleza
930,"Pedras, Fortaleza",Rua Quartzo,"Apartamento para comprar 
Pedras, Fortaleza",50,2,1,1,R$ 143.000,0,Pedras, Fortaleza
931,"Engenheiro Luciano Cavalcante, Fortaleza",,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",72,3,2,2,R$ 660.000,Cond. R$ 750,Engenheiro Luciano Cavalcante, Fortaleza
932,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",208,3,4,2,R$ 2.563.861,0,Meireles, Fortaleza
933,"Guararapes, Fortaleza",Rua Cláudio Manuel Dias Leite,"Apartamento para comprar 
Guararapes, Fortaleza",90,2,3,2,R$ 802.000,Cond. R$ 850,Guararapes, Fortaleza
934,"Cocó, Fortaleza",Rua Professor Francisco Gonçalves,"Apartamento para comprar 
Cocó, Fortaleza",99,4,4,2,R$ 955.000,Cond. R$ 840,Cocó, Fortaleza
935,"Praia do Futuro I, Fortaleza",Rua Francisco Teixeira de Alcântara,"Casa para comprar 
Praia do Futuro I, Fortaleza",252,3,3,5,R$ 620.000,0,Praia do Futuro I, Fortaleza
936,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caio Cid,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",124,4,4,3,R$ 1.550.000,Cond. R$ 999 • IPTU R$ 5.473,Engenheiro Luciano Cavalcante, Fortaleza
937,"Pedras, Fortaleza",Avenida Dionísio Alencar,"Apartamento para comprar 
Pedras, Fortaleza",47,2,1,1,R$ 173.000,0,Pedras, Fortaleza
938,"Centro, Fortaleza",Rua João Cordeiro,"Apartamento para comprar 
Centro, Fortaleza",43,1,1,1,R$ 425.000,Cond. R$ 273,Centro, Fortaleza
939,"Presidente Kennedy, Fortaleza",Avenida Cearenses,"Apartamento para comprar 
Presidente Kennedy, Fortaleza",53,2,2,300,R$ 411.000,Cond. R$ 10,Presidente Kennedy, Fortaleza
940,"Manoel Dias Branco, Fortaleza",Rua Andrade Furtado,"Apartamento para comprar 
Manoel Dias Branco, Fortaleza",68,3,3,2,R$ 430.000,0,Manoel Dias Branco, Fortaleza
941,"Lagoa Redonda, Fortaleza",Rua Lourdes Vidal Alves,"Casa para comprar 
Lagoa Redonda, Fortaleza",86,3,3,2,R$ 450.000,Cond. R$ 500,Lagoa Redonda, Fortaleza
942,"Parque Iracema, Fortaleza",Rua José Ribamar Soares Aguiar,"Apartamento para comprar 
Parque Iracema, Fortaleza",87,3,2,2,R$ 650.000,Cond. R$ 766,Parque Iracema, Fortaleza
943,"Fátima, Fortaleza",Avenida dos Expedicionários,"Apartamento para comprar 
Fátima, Fortaleza",88,3,2,2,R$ 860.000,Cond. R$ 690,Fátima, Fortaleza
944,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",386,5,6,6,R$ 9.800.000,0,Meireles, Fortaleza
945,"Sapiranga-Coité, Fortaleza",Rua Coronel Olegário Memória,"Apartamento para comprar 
Sapiranga-Coité, Fortaleza",44,2,1,1,R$ 164.900,Cond. R$ 250,Sapiranga-Coité, Fortaleza
946,"Dendê, Fortaleza",Rua B,"Apartamento para comprar 
Dendê, Fortaleza",45,2,1,1,R$ 130.000,Cond. R$ 350 • IPTU R$ 13,Dendê, Fortaleza
947,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Célio Brasil Girão,"Casa para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",200,4,5,3,R$ 790.000,IPTU R$ 50,Engenheiro Luciano Cavalcante, Fortaleza
948,"Praia de Iracema, Fortaleza",Rua Dragão do Mar,"Cobertura para comprar 
Praia de Iracema, Fortaleza",147,4,4,2,R$ 1.250.000,Cond. R$ 1.574 • IPTU R$ 448,Praia de Iracema, Fortaleza
949,"Dionisio Torres, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Dionisio Torres, Fortaleza",134,3,4,3,R$ 569.999,Cond. R$ 1.400 • IPTU R$ 270,Dionisio Torres, Fortaleza
950,"Sapiranga, Fortaleza",Rua Coronel Olegário Memória,"Apartamento para comprar 
Sapiranga, Fortaleza",70,3,1,2,R$ 230.000,Cond. R$ 680,Sapiranga, Fortaleza
951,"Messejana, Fortaleza",Rua Gerardo Magela Soares Frota,"Apartamento para comprar 
Messejana, Fortaleza",45,2,1,1,R$ 172.000,0,Messejana, Fortaleza
952,"Edson Queiroz, Fortaleza",Rua Sandra Gentil,"Casa de condomínio para comprar 
Edson Queiroz, Fortaleza",230,5,6,3,R$ 449.000,Cond. R$ 200 • IPTU R$ 1.500,Edson Queiroz, Fortaleza
953,"Maraponga, Fortaleza",Rua Holanda,"Apartamento para comprar 
Maraponga, Fortaleza",45,2,1,1,R$ 180.000,IPTU R$ 89,Maraponga, Fortaleza
954,"Meireles, Fortaleza",Rua Osvaldo Cruz,"Apartamento para comprar 
Meireles, Fortaleza",340,4,6,4,R$ 1.800.000,Cond. R$ 2.800.000 • IPTU R$ 1.083,Meireles, Fortaleza
955,"Porto das Dunas, Aquiraz",Avenida dos Golfinhos,"Apartamento para comprar 
Porto das Dunas, Aquiraz",107,3,4,1,R$ 1.170.000,0,Porto das Dunas, Aquiraz
956,"Meireles, Fortaleza",Rua Vicente Leite,"Apartamento para comprar 
Meireles, Fortaleza",126,3,3,2,R$ 550.000,Cond. R$ 1.420 • IPTU R$ 130,Meireles, Fortaleza
957,"Mondubim, Fortaleza",Rua Doutor Manuel Moreira,"Casa para comprar 
Mondubim, Fortaleza",91,3,4,3,R$ 399.900,0,Mondubim, Fortaleza
958,"Sapiranga-Coité, Fortaleza",Rua Eunice Weaver,"Casa de condomínio para comprar 
Sapiranga-Coité, Fortaleza",67,3,2,2,R$ 210.000,Cond. R$ 680,Sapiranga-Coité, Fortaleza
959,"Benfica, Fortaleza",Avenida da Universidade,"Apartamento para comprar 
Benfica, Fortaleza",146,3,2,1,R$ 450.000,Cond. R$ 820 • IPTU R$ 830,Benfica, Fortaleza
960,"Papicu, Fortaleza",Rua Júlio Azevedo,"Casa para comprar 
Papicu, Fortaleza",180,3,2,2,R$ 595.000,0,Papicu, Fortaleza
961,"Dionisio Torres, Fortaleza",Rua Henriqueta Galeno,"Apartamento para comprar 
Dionisio Torres, Fortaleza",95,3,4,2,R$ 880.000,0,Dionisio Torres, Fortaleza
962,"Dionisio Torres, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Dionisio Torres, Fortaleza",108,3,3,2,R$ 315.000,Cond. R$ 400 • IPTU R$ 850,Dionisio Torres, Fortaleza
963,"Meireles, Fortaleza",Avenida Beira Mar,"Apartamento para comprar 
Meireles, Fortaleza",390,3,5,4,R$ 3.800.000,Cond. R$ 4.200 • IPTU R$ 1.180,Meireles, Fortaleza
964,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Célio Brasil Girão,"Casa para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",303,5,5,3,R$ 800.000,0,Engenheiro Luciano Cavalcante, Fortaleza
965,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Gontran Giffoni,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",216,3,5,4,R$ 2.800.000,Cond. R$ 1.600 • IPTU R$ 10.000,Engenheiro Luciano Cavalcante, Fortaleza
966,"Praia do Futuro II, Fortaleza",Rua Coronel Francisco Montenegro,"Apartamento para comprar 
Praia do Futuro II, Fortaleza",47,2,2,1,R$ 369.000,Cond. R$ 360 • IPTU R$ 1.320,Praia do Futuro II, Fortaleza
967,"Messejana, Fortaleza",Rua Aveledo,"Apartamento para comprar 
Messejana, Fortaleza",54,3,3,1,R$ 300.000,Cond. R$ 455,Messejana, Fortaleza
968,"Engenheiro Luciano Cavalcante, Fortaleza",Avenida Comodoro Estácio Brígido,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",60,3,2,1,R$ 380.000,Cond. R$ 900,Engenheiro Luciano Cavalcante, Fortaleza
969,"Montese, Fortaleza",Rua Professor Teodorico,"Casa para comprar 
Montese, Fortaleza",294,2,2,2,R$ 700.000,0,Montese, Fortaleza
970,"Meireles, Fortaleza",Rua Joaquim Nabuco,"Apartamento para comprar 
Meireles, Fortaleza",144,3,4,2,R$ 470.000,Cond. R$ 2.050,Meireles, Fortaleza
971,"Dionisio Torres, Fortaleza",Avenida Desembargador Moreira,"Apartamento para comprar 
Dionisio Torres, Fortaleza",79,3,2,1,R$ 350.000,Cond. R$ 960 • IPTU R$ 51,Dionisio Torres, Fortaleza
972,"Meireles, Fortaleza",Rua Antônio Augusto,"Apartamento para comprar 
Meireles, Fortaleza",110,3,4,2,R$ 1.030.000,Cond. R$ 990 • IPTU R$ 4.510,Meireles, Fortaleza
973,"Guararapes, Fortaleza",Avenida Coronel Miguel Dias,"Apartamento para comprar 
Guararapes, Fortaleza",145,3,3,3,R$ 1.200.000,Cond. R$ 1 • IPTU R$ 1,Guararapes, Fortaleza
974,"Parreão, Fortaleza",Rua Tertuliano Sales,"Apartamento para comprar 
Parreão, Fortaleza",84,2,3,1,R$ 299.000,Cond. R$ 860,Parreão, Fortaleza
975,"Sapiranga, Fortaleza",Rua Coronel Olegário Memória,"Casa para comprar 
Sapiranga, Fortaleza",150,4,2,2,R$ 620.000,IPTU R$ 10,Sapiranga, Fortaleza
976,"Jardim Cearense, Fortaleza",Rua Emílio Sá,"Apartamento para comprar 
Jardim Cearense, Fortaleza",64,3,4,1,R$ 280.000,Cond. R$ 550 • IPTU R$ 90,Jardim Cearense, Fortaleza
977,"Monte Castelo, Fortaleza",Rua Doutor Almeida Filho,"Apartamento para comprar 
Monte Castelo, Fortaleza",50,2,2,1,R$ 330.807,0,Monte Castelo, Fortaleza
978,"Aldeota, Fortaleza",Rua Marcos Macêdo,"Apartamento para comprar 
Aldeota, Fortaleza",140,3,3,2,R$ 1.400.000,Cond. R$ 1.100 • IPTU R$ 210,Aldeota, Fortaleza
979,"Parque Iracema, Fortaleza",Rua Fausto Aguiar,"Apartamento para comprar 
Parque Iracema, Fortaleza",40,2,1,1,R$ 225.000,Cond. R$ 360,Parque Iracema, Fortaleza
