,endereco,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,rua,bairro,cidade,estado,preco p/ m²,endereco_geo,latitude,longitude,preco_bin,Regional,IDH-Educação,IDH-Longevidade,IDH-Renda,IDH
41,"Avenida J, Conjunto Ceará I, Fortaleza","Casa para comprar 
Conjunto Ceará I, Fortaleza",140.0,3,2,3,415000.0,0.0,Avenida J,Conjunto Ceará I, Fortaleza,CE,2964.285714285714,"Avenida J, 4ª Etapa, Conjunto Ceará I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-390, Brasil",-3.7598681,-38.6127553,1500-3000,5,0.9827935222672064,0.4456342668863262,0.1065026649787006,0.3599706671344753
42,"Rua 1078, Conjunto Ceará II, Fortaleza","Casa para comprar 
Conjunto Ceará II, Fortaleza",153.0,2,1,1,107771.0,0.0,Rua 1078,Conjunto Ceará II, Fortaleza,CE,704.3856209150326,"Rua 1078, 4ª Etapa, Conjunto Ceará II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-140, Brasil",-3.7697943,-38.6142438,0-1500,5,0.979757085020243,0.4719934102141681,0.1023480465106759,0.3617245363026446
43,"Rua 765, Conjunto Ceará II, Fortaleza","Casa para comprar 
Conjunto Ceará II, Fortaleza",164.0,4,2,5,320000.0,0.0,Rua 765,Conjunto Ceará II, Fortaleza,CE,1951.219512195122,"Rua 765, 3ª Etapa, Conjunto Ceará II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60532-090, Brasil",-3.771955415830472,-38.59834093483451,1500-3000,5,0.979757085020243,0.4719934102141681,0.1023480465106759,0.3617245363026446
44,"Rua 1028, Conjunto Ceará II, Fortaleza","Casa para comprar 
Conjunto Ceará II, Fortaleza",207.0,2,1,1,158000.0,0.0,Rua 1028,Conjunto Ceará II, Fortaleza,CE,763.2850241545893,"Rua 1028, 4ª Etapa, Conjunto Ceará II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60532-740, Brasil",-3.7681715,-38.6164217,0-1500,5,0.979757085020243,0.4719934102141681,0.1023480465106759,0.3617245363026446
45,"Avenida Bernardo Manuel, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",46.0,2,1,1,122000.0,150.0,Avenida Bernardo Manuel,Parque Dois Irmãos, Fortaleza,CE,2652.1739130434785,"Avenida Bernardo Manuel, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60714-690, Brasil",-3.80427246417114,-38.553075801685175,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
46,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",54.0,2,2,2,300000.0,400.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5555.555555555556,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
47,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",66.0,3,2,2,339999.0,350.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5151.5,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
48,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",60.0,3,2,2,349900.0,302.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5831.666666666667,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
49,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",49.0,2,2,1,80000.0,350.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,1632.6530612244899,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
50,"Rua Santa Rosa, Coaçu, Fortaleza","Casa para comprar 
Coaçu, Fortaleza",150.0,5,3,3,350000.0,0.0,Rua Santa Rosa,Coaçu, Fortaleza,CE,2333.3333333333335,"Rua Santa Rosa, Loteamento Esplanada Messejana, Coaçu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60872-110, Brasil",-3.847036715734421,-38.47520546294409,1500-3000,6,0.937246963562753,0.1878088962108731,0.0945563095526987,0.2553212167182078
51,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",60.0,3,2,2,339900.0,320.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5665.0,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
52,"Rua 11, Parque Dois Irmãos, Fortaleza","Casa para comprar 
Parque Dois Irmãos, Fortaleza",140.0,3,2,5,330000.0,0.0,Rua 11,Parque Dois Irmãos, Fortaleza,CE,2357.1428571428573,"Rua 11, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-350, Brasil",-3.8090242204174114,-38.553166777457,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
53,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",60.0,3,2,2,340000.0,320.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5666.666666666667,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
54,"Rua D, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",43.0,2,1,1,215000.0,0.0,Rua D,Parque Dois Irmãos, Fortaleza,CE,5000.0,"Rua D, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-160, Brasil",-3.797026673900173,-38.54090733171728,3001-5000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
55,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",68.0,3,2,2,350000.0,322.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5147.058823529412,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
56,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",56.0,2,2,1,280000.0,260.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5000.0,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,3001-5000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
57,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",59.0,2,2,1,110000.0,350.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,1864.406779661017,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
58,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",45.0,2,1,1,70000.0,200.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,1555.5555555555557,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
59,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",55.0,2,2,1,315000.0,322.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5727.272727272727,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
60,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",45.0,2,1,1,70000.0,250.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,1555.5555555555557,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
61,"Avenida Bernardo Manuel, Parque Dois Irmãos, Fortaleza","Casa de condomínio para comprar 
Parque Dois Irmãos, Fortaleza",70.0,2,3,2,400000.0,600.0,Avenida Bernardo Manuel,Parque Dois Irmãos, Fortaleza,CE,5714.285714285715,"Avenida Bernardo Manuel, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60714-690, Brasil",-3.80427246417114,-38.553075801685175,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
62,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",49.0,2,2,1,110000.0,380.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,2244.8979591836733,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
63,"Rua das Olimpíadas, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",59.0,3,2,1,335000.0,380.0,Rua das Olimpíadas,Parque Dois Irmãos, Fortaleza,CE,5677.966101694915,"Rua das Olimpíadas, Planalto Itaperi, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-135, Brasil",-3.812448989830687,-38.55353073445017,5001-10000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
64,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",42.0,2,1,1,97778.0,0.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,2328.0476190476193,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
65,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",42.0,2,1,1,157123.0,0.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,3741.0238095238096,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,3001-5000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
66,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",45.0,2,1,1,75000.0,300.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,1666.6666666666667,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
67,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",42.0,2,1,1,85000.0,220.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,2023.8095238095239,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
68,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",45.0,2,1,1,85000.0,280.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,1888.888888888889,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,1500-3000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
69,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",44.0,2,1,1,210000.0,156.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,4772.727272727273,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,3001-5000,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
70,"Rua C, Parque Dois Irmãos, Fortaleza","Apartamento para comprar 
Parque Dois Irmãos, Fortaleza",45.0,2,1,1,65000.0,280.0,Rua C,Parque Dois Irmãos, Fortaleza,CE,1444.4444444444443,"Rua C, Parque Dois Irmăos, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60743-235, Brasil",-3.798838337880935,-38.54867628319999,0-1500,6,0.9504048582995952,0.1787479406919275,0.0931470723242766,0.2510573659791728
71,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza","Apartamento para comprar 
Couto Fernandes, Fortaleza",48.0,2,2,1,276000.0,0.0,Rua Oscar Bezerra,Couto Fernandes, Fortaleza,CE,5750.0,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-058, Brasil",-3.7608578,-38.5588406,5001-10000,4,0.930161943319838,0.4522240527182866,0.1120226647448023,0.3611930412418775
72,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza","Apartamento para comprar 
Couto Fernandes, Fortaleza",67.0,3,3,1,185000.0,0.0,Rua Oscar Bezerra,Couto Fernandes, Fortaleza,CE,2761.194029850746,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-058, Brasil",-3.7608578,-38.5588406,1500-3000,4,0.930161943319838,0.4522240527182866,0.1120226647448023,0.3611930412418775
73,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza","Apartamento para comprar 
Couto Fernandes, Fortaleza",67.0,3,2,1,170000.0,400.0,Rua Oscar Bezerra,Couto Fernandes, Fortaleza,CE,2537.313432835821,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-058, Brasil",-3.7608578,-38.5588406,1500-3000,4,0.930161943319838,0.4522240527182866,0.1120226647448023,0.3611930412418775
74,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza","Apartamento para comprar 
Couto Fernandes, Fortaleza",67.0,3,3,1,189000.0,500.0,Rua Oscar Bezerra,Couto Fernandes, Fortaleza,CE,2820.89552238806,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-058, Brasil",-3.7608578,-38.5588406,1500-3000,4,0.930161943319838,0.4522240527182866,0.1120226647448023,0.3611930412418775
75,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza","Apartamento para comprar 
Couto Fernandes, Fortaleza",4657.0,3,1,2,320000.0,0.0,Rua Oscar Bezerra,Couto Fernandes, Fortaleza,CE,68.7137642258965,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-058, Brasil",-3.7608578,-38.5588406,0-1500,4,0.930161943319838,0.4522240527182866,0.1120226647448023,0.3611930412418775
76,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza","Apartamento para comprar 
Couto Fernandes, Fortaleza",47.0,2,2,1,276500.0,0.0,Rua Oscar Bezerra,Couto Fernandes, Fortaleza,CE,5882.978723404255,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-058, Brasil",-3.7608578,-38.5588406,5001-10000,4,0.930161943319838,0.4522240527182866,0.1120226647448023,0.3611930412418775
77,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza","Apartamento para comprar 
Couto Fernandes, Fortaleza",45.0,2,1,1,191000.0,385.0,Rua Oscar Bezerra,Couto Fernandes, Fortaleza,CE,4244.444444444444,"Rua Oscar Bezerra, Couto Fernandes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60442-058, Brasil",-3.7608578,-38.5588406,3001-5000,4,0.930161943319838,0.4522240527182866,0.1120226647448023,0.3611930412418775
78,"Rua São Francisco, Canindezinho, Fortaleza","Apartamento para comprar 
Canindezinho, Fortaleza",44.0,2,1,1,125000.0,150.0,Rua São Francisco,Canindezinho, Fortaleza,CE,2840.909090909091,"Rua Francisco, Canindezinho, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60733-372, Brasil",-3.818132,-38.6141725,1500-3000,5,0.902834008097166,0.1112026359143327,0.0252083887623564,0.1362770403828152
