,endereco,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,rua,bairro,cidade,estado,preco p/ m²,endereco_geo,latitude,longitude,preco_bin,Regional,IDH-Educação,IDH-Longevidade,IDH-Renda,IDH
4020,"Rua Coronel Manuel Albano, 656 - Mondubim, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 59m²",59.0,3,2,2,275000.0,380.0,Rua Coronel Manuel Albano,Mondubim,Fortaleza,CE,4661.016949152542,"Rua Coronel Manuel Albano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60711-465, Brasil",-3.806607070928605,-38.56966748663914,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
4021,"Rua Cônego de Castro, 100 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,35000.0,200.0,Rua Cônego de Castro,Mondubim,Fortaleza,CE,795.4545454545455,"Avenida Cônego de Castro, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60731-385, Brasil",-3.80746875,-38.59416005,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
4022,"Rua Monte Líbano, 138 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 44m²",44.0,2,1,1,74000.0,300.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,1681.8181818181818,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,1500-3000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
4023,"Rua Barão do Rio Branco, 2645 - José Bonifácio, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 72m²",72.0,3,2,2,519750.0,360.0,Rua Barão do Rio Branco,José Bonifácio,Fortaleza,CE,7218.75,"Rua Barão do Rio Branco, José Bonifácio, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60025-103, Brasil",-3.7408715974763633,-38.53286733724414,5001-10000,4,0.9919028340080972,1.0,0.2689684208064228,0.6437592387126768
4024,"Rua 101, 420 - Novo Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,26000.0,0.0,Rua 101,Novo Mondubim,Fortaleza,CE,577.7777777777778,"Rua 101, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60764-250, Brasil",-3.8073199376864144,-38.58577213944932,0-1500,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
4025,"Rua Mirtil Meyer, 157 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 64m²",64.0,2,1,1,430000.0,499.0,Rua Mirtil Meyer,Mondubim,Fortaleza,CE,6718.75,"Rua Mirtil Meyer, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-418, Brasil",-3.810424716848568,-38.5703402262432,5001-10000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
4026,"Rua 101, 169 - Novo Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,48000.0,280.0,Rua 101,Novo Mondubim,Fortaleza,CE,1066.6666666666667,"Rua 101, Novo Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60763-828, Brasil",-3.8092347597948377,-38.59057506207556,0-1500,5,0.9281376518218624,0.2512355848434925,0.0527849977633475,0.2327907907886917
4027,"Rua I, 24 - Prefeito José Walter, Fortaleza - CE","Casa com 2 Quartos à Venda, 200m²",200.0,2,2,1,260000.0,0.0,Rua I,Prefeito José Walter,Fortaleza,CE,1300.0,"Rua I, Montenegro II, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60751-290, Brasil",-3.8354628932961456,-38.54866668251941,0-1500,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
4028,"Rua 47, 31 - Prefeito José Walter, Fortaleza - CE","Casa com 4 Quartos à Venda, 100m²",100.0,4,3,2,280000.0,0.0,Rua 47,Prefeito José Walter,Fortaleza,CE,2800.0,"31, Rua 47, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-610, Brasil",-3.825382,-38.5543199,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
4029,"Via Coletora A, 980 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,38000.0,280.0,Via Coletora A,Mondubim,Fortaleza,CE,844.4444444444445,"Rua Coletora A, Parque Santana, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60768-010, Brasil",-3.81615290652816,-38.58094778068958,0-1500,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
4030,"Rua Monte Líbano, 960 - Mondubim, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 45m²",45.0,2,1,1,185000.0,400.0,Rua Monte Líbano,Mondubim,Fortaleza,CE,4111.111111111111,"Rua Monte Líbano, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60762-376, Brasil",-3.824137728421249,-38.56148465823975,3001-5000,5,0.9473684210526316,0.1746293245469522,0.0762537679553488,0.2327907907886917
0,"Rua Bias Mendes, Bonsucesso, Fortaleza","Apartamento para comprar 
Bonsucesso, Fortaleza",48.0,2,1,1,115000.0,0.0,Rua Bias Mendes,Bonsucesso, Fortaleza,CE,2395.8333333333335,"Rua Bias Mendes, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60545-430, Brasil",-3.776298599899846,-38.59349966419736,1500-3000,3,0.930161943319838,0.3393739703459637,0.0570594891076487,0.2621329761292053
1,"Rua Bias Mendes, Granja Portugal, Fortaleza","Apartamento para comprar 
Granja Portugal, Fortaleza",42.0,2,1,1,72000.0,158.0,Rua Bias Mendes,Granja Portugal, Fortaleza,CE,1714.2857142857142,"Rua Bias Mendes, Granja Portugal, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60541-625, Brasil",-3.774644308005789,-38.59930595137767,1500-3000,5,0.8947368421052633,0.2751235584843492,0.0279449988158898,0.1901847683938639
2,"Avenida Augusto dos Anjos, Bonsucesso, Fortaleza","Apartamento para comprar 
Bonsucesso, Fortaleza",70.0,3,2,1,185000.0,300.0,Avenida Augusto dos Anjos,Bonsucesso, Fortaleza,CE,2642.8571428571427,"Avenida Augusto dos Anjos, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60730-128, Brasil",-3.784721796295107,-38.58312414581055,1500-3000,3,0.930161943319838,0.3393739703459637,0.0570594891076487,0.2621329761292053
3,"Rua Bias Mendes, Bonsucesso, Fortaleza","Apartamento para comprar 
Bonsucesso, Fortaleza",56.0,2,1,1,90000.0,0.0,Rua Bias Mendes,Bonsucesso, Fortaleza,CE,1607.142857142857,"Rua Bias Mendes, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60545-430, Brasil",-3.776298599899846,-38.59349966419736,1500-3000,3,0.930161943319838,0.3393739703459637,0.0570594891076487,0.2621329761292053
4,"Rua Bias Mendes, Bonsucesso, Fortaleza","Apartamento para comprar 
Bonsucesso, Fortaleza",51.0,3,1,1,99000.0,158.0,Rua Bias Mendes,Bonsucesso, Fortaleza,CE,1941.1764705882354,"Rua Bias Mendes, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60545-430, Brasil",-3.776298599899846,-38.59349966419736,1500-3000,3,0.930161943319838,0.3393739703459637,0.0570594891076487,0.2621329761292053
5,"Rua Sobreira Filho, Bonsucesso, Fortaleza","Casa para comprar 
Bonsucesso, Fortaleza",150.0,3,3,2,280000.0,0.0,Rua Sobreira Filho,Bonsucesso, Fortaleza,CE,1866.6666666666667,"Rua Sobreira Filho, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60541-666, Brasil",-3.779441021249845,-38.58209316325436,1500-3000,3,0.930161943319838,0.3393739703459637,0.0570594891076487,0.2621329761292053
6,"Rua Júlio Braga, João XXIII, Fortaleza","Apartamento para comprar 
João XXIII, Fortaleza",62.0,2,2,2,330000.0,377.0,Rua Júlio Braga,João XXIII, Fortaleza,CE,5322.580645161291,"Rua Júlio Braga, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60520-130, Brasil",-3.7747863122489846,-38.582605088877706,5001-10000,3,0.945344129554656,0.3920922570016474,0.0616088109487792,0.2837093670592409
7,"Travessa Santa Rita, Bom Jardim, Fortaleza","Casa para comprar 
Bom Jardim, Fortaleza",150.0,2,2,1,170000.0,0.0,Travessa Santa Rita,Bom Jardim, Fortaleza,CE,1133.3333333333333,"Rua Rita, Bom Jardim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60731-714, Brasil",-3.796607255826176,-38.60695291079146,0-1500,5,0.9119433198380568,0.2512355848434925,0.0323072020208812,0.1948869604197065
8,"Rua Bias Mendes, Bonsucesso, Fortaleza","Apartamento para comprar 
Bonsucesso, Fortaleza",46.0,2,1,1,110000.0,158.0,Rua Bias Mendes,Bonsucesso, Fortaleza,CE,2391.304347826087,"Rua Bias Mendes, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60545-430, Brasil",-3.776298599899846,-38.59349966419736,1500-3000,3,0.930161943319838,0.3393739703459637,0.0570594891076487,0.2621329761292053
9,"Rua José Rego Filho, João XXIII, Fortaleza","Casa para comprar 
João XXIII, Fortaleza",199.0,2,2,2,315000.0,0.0,Rua José Rego Filho,João XXIII, Fortaleza,CE,1582.9145728643216,"Rua José Rego Filho, Borba Gato, João XXIII, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60525-638, Brasil",-3.771160820240231,-38.59095488899974,1500-3000,3,0.945344129554656,0.3920922570016474,0.0616088109487792,0.2837093670592409
10,"Rua Monsenhor Sabino Feijão, Bom Jardim, Fortaleza","Apartamento para comprar 
Bom Jardim, Fortaleza",42.0,2,1,1,183000.0,0.0,Rua Monsenhor Sabino Feijão,Bom Jardim, Fortaleza,CE,4357.142857142857,"Rua Sabino Feijão, Bom Jardim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60731-531, Brasil",-3.7974191582062926,-38.5976633848676,3001-5000,5,0.9119433198380568,0.2512355848434925,0.0323072020208812,0.1948869604197065
11,"Rua Júlio Braga, João XXIII, Fortaleza","Apartamento para comprar 
João XXIII, Fortaleza",63.0,3,2,1,300000.0,0.0,Rua Júlio Braga,João XXIII, Fortaleza,CE,4761.9047619047615,"Rua Júlio Braga, Bonsucesso, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60520-130, Brasil",-3.7747863122489846,-38.582605088877706,3001-5000,3,0.945344129554656,0.3920922570016474,0.0616088109487792,0.2837093670592409
12,"Via Marginal Riacho Martinho, Boa Vista, Fortaleza","Apartamento para comprar 
Boa Vista, Fortaleza",50.0,2,1,1,169000.0,250.0,Via Marginal Riacho Martinho,Boa Vista, Fortaleza,CE,3380.0,"Via Marginal Riacho Martinho, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60860-675, Brasil",-3.789853835132386,-38.51900392817077,3001-5000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
13,"Rua Edno Alves de Oliveira, Boa Vista, Fortaleza","Casa para comprar 
Boa Vista, Fortaleza",124.0,3,5,3,490000.0,0.0,Rua Edno Alves de Oliveira,Boa Vista, Fortaleza,CE,3951.6129032258063,"Rua Edno Alves de Oliveira, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60867-540, Brasil",-3.8030534361972608,-38.51772905625411,3001-5000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
14,"Rua Inês Dantas de Menezes, Boa Vista, Fortaleza","Casa para comprar 
Boa Vista, Fortaleza",65.0,4,3,2,290000.0,0.0,Rua Inês Dantas de Menezes,Boa Vista, Fortaleza,CE,4461.538461538462,"Rua Inês Dantas de Menezes, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60867-570, Brasil",-3.8046475653795744,-38.51729542468529,3001-5000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
15,"Rua Maestro Néo Miranda, Boa Vista, Fortaleza","Casa de condomínio para comprar 
Boa Vista, Fortaleza",83.0,3,2,3,399000.0,0.0,Rua Maestro Néo Miranda,Boa Vista, Fortaleza,CE,4807.22891566265,"Rua Maestro Neo Miranda, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60867-530, Brasil",-3.80232268167665,-38.51886612611311,3001-5000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
16,"Rua Edno Alves de Oliveira, Boa Vista-Castelão, Fortaleza","Casa para comprar 
Boa Vista-Castelão, Fortaleza",124.0,3,3,3,490000.0,0.0,Rua Edno Alves de Oliveira,Boa Vista, Fortaleza,CE,3951.6129032258063,"Rua Edno Alves de Oliveira, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60867-540, Brasil",-3.8030534361972608,-38.51772905625411,3001-5000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
17,"Rua Edno Alves de Oliveira, Boa Vista, Fortaleza","Casa para comprar 
Boa Vista, Fortaleza",165.0,3,3,3,460000.0,0.0,Rua Edno Alves de Oliveira,Boa Vista, Fortaleza,CE,2787.878787878788,"Rua Edno Alves de Oliveira, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60867-540, Brasil",-3.8030534361972608,-38.51772905625411,1500-3000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
18,"Avenida Alberto Craveiro, Boa Vista, Fortaleza","Apartamento para comprar 
Boa Vista, Fortaleza",50.0,2,1,1,200000.0,210.0,Avenida Alberto Craveiro,Boa Vista, Fortaleza,CE,4000.0,"Avenida Alberto Craveiro, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60861-155, Brasil",-3.804152222923177,-38.522149474688106,3001-5000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
19,"Avenida Alberto Craveiro, Boa Vista-Castelão, Fortaleza","Apartamento para comprar 
Boa Vista-Castelão, Fortaleza",42.0,2,1,1,169000.0,460.0,Avenida Alberto Craveiro,Boa Vista, Fortaleza,CE,4023.809523809524,"Avenida Alberto Craveiro, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60861-155, Brasil",-3.804152222923177,-38.522149474688106,3001-5000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
20,"Rua Humberto Holanda Cassunde, Boa Vista, Fortaleza","Casa para comprar 
Boa Vista, Fortaleza",33.0,3,1,3,220000.0,0.0,Rua Humberto Holanda Cassunde,Boa Vista, Fortaleza,CE,6666.666666666667,"Rua Humberto Holanda Cassundé, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60867-560, Brasil",-3.8043122229582313,-38.517885985171546,5001-10000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
21,"Rua 40, Prefeito José Walter, Fortaleza","Casa para comprar 
Prefeito José Walter, Fortaleza",120.0,3,2,1,300000.0,0.0,Rua 40,Prefeito José Walter, Fortaleza,CE,2500.0,"Rua 40, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-540, Brasil",-3.8300706,-38.5530542,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
22,"Avenida I, Prefeito José Walter, Fortaleza","Apartamento para comprar 
Prefeito José Walter, Fortaleza",43.0,2,1,1,109000.0,270.0,Avenida I,Prefeito José Walter, Fortaleza,CE,2534.8837209302324,"Avenida I, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-080, Brasil",-3.8381603582847217,-38.554639131407576,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
23,"Rua Inês Dantas de Menezes, Boa Vista, Fortaleza","Casa para comprar 
Boa Vista, Fortaleza",165.0,3,2,2,440000.0,0.0,Rua Inês Dantas de Menezes,Boa Vista, Fortaleza,CE,2666.6666666666665,"Rua Inês Dantas de Menezes, Boa Vista/Castelão, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60867-570, Brasil",-3.8046475653795744,-38.51729542468529,1500-3000,6,0.9432210921299498,0.2367926839225932,0.1044648260819988,0.2857484981420493
24,"Rua E, Prefeito José Walter, Fortaleza","Casa para comprar 
Prefeito José Walter, Fortaleza",70.0,2,2,2,225000.0,0.0,Rua E,Prefeito José Walter, Fortaleza,CE,3214.285714285714,"Rua E, Montenegro II, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60751-510, Brasil",-3.8323392010439408,-38.5501376868059,3001-5000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
25,"Avenida I, Prefeito José Walter, Fortaleza","Apartamento para comprar 
Prefeito José Walter, Fortaleza",44.0,2,1,1,120000.0,200.0,Avenida I,Prefeito José Walter, Fortaleza,CE,2727.2727272727275,"Avenida I, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-080, Brasil",-3.8381603582847217,-38.554639131407576,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
26,"Avenida Bernardo Manuel, Planalto Ayrton Senna, Fortaleza","Apartamento para comprar 
Planalto Ayrton Senna, Fortaleza",58.0,2,2,1,190000.0,220.0,Avenida Bernardo Manuel,Planalto Ayrton Senna, Fortaleza,CE,3275.862068965517,"Avenida Bernardo Manuel, Cidade Nova, Planalto Ayrton Senna, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60760-160, Brasil",-3.839212495806344,-38.56395442842423,3001-5000,5,0.9058704453441296,0.1482701812191103,0.0354999137500036,0.1683122538682627
27,"Rua I, Prefeito José Walter, Fortaleza","Apartamento para comprar 
Prefeito José Walter, Fortaleza",49.0,2,1,1,115000.0,260.0,Rua I,Prefeito José Walter, Fortaleza,CE,2346.938775510204,"Rua I, Montenegro II, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60751-290, Brasil",-3.8354628932961456,-38.54866668251941,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
28,"Rua Júlia Vieira, Prefeito José Walter, Fortaleza","Casa para comprar 
Prefeito José Walter, Fortaleza",157.0,2,2,4,320000.0,0.0,Rua Júlia Vieira,Prefeito José Walter, Fortaleza,CE,2038.216560509554,"Rua Júlia Vieira, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60760-150, Brasil",-3.838548978536117,-38.562759508872205,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
29,"Avenida C, Prefeito José Walter, Fortaleza","Casa para comprar 
Prefeito José Walter, Fortaleza",79.0,3,2,1,320000.0,0.0,Avenida C,Prefeito José Walter, Fortaleza,CE,4050.6329113924053,"Avenida C, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-520, Brasil",-3.82796456934072,-38.5580690290207,3001-5000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
30,"Avenida I, Prefeito José Walter, Fortaleza","Apartamento para comprar 
Prefeito José Walter, Fortaleza",42.0,2,1,1,110000.0,260.0,Avenida I,Prefeito José Walter, Fortaleza,CE,2619.0476190476193,"Avenida I, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-080, Brasil",-3.8381603582847217,-38.554639131407576,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
31,"Rua 50, Prefeito José Walter, Fortaleza","Casa para comprar 
Prefeito José Walter, Fortaleza",150.0,3,1,1,170000.0,0.0,Rua 50,Prefeito José Walter, Fortaleza,CE,1133.3333333333333,"Rua 50, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60750-640, Brasil",-3.829677616563409,-38.55889246399951,0-1500,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
32,"Avenida E, Conjunto Ceará I, Fortaleza","Casa para comprar 
Conjunto Ceará I, Fortaleza",100.0,2,1,2,220000.0,0.0,Avenida E,Conjunto Ceará I, Fortaleza,CE,2200.0,"Avenida E, Conjunto Ceará I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-635, Brasil",-3.759381062441774,-38.60591827754538,1500-3000,5,0.9827935222672064,0.4456342668863262,0.1065026649787006,0.3599706671344753
33,"Rua G, Prefeito José Walter, Fortaleza","Casa para comprar 
Prefeito José Walter, Fortaleza",80.0,2,3,2,235000.0,0.0,Rua G,Prefeito José Walter, Fortaleza,CE,2937.5,"Rua G, Montenegro II, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60751-230, Brasil",-3.835332559185752,-38.54984366032187,1500-3000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
34,"Rua I, Prefeito José Walter, Fortaleza","Casa para comprar 
Prefeito José Walter, Fortaleza",60.0,2,1,1,220000.0,0.0,Rua I,Prefeito José Walter, Fortaleza,CE,3666.6666666666665,"Rua I, Montenegro II, Prefeito José Walter, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60751-290, Brasil",-3.8354628932961456,-38.54866668251941,3001-5000,5,0.965587044534413,0.5889621087314663,0.1085931309918164,0.3952698722775042
35,"Rua 1151, Conjunto Ceará I, Fortaleza","Casa para comprar 
Conjunto Ceará I, Fortaleza",160.0,4,1,3,380000.0,0.0,Rua 1151,Conjunto Ceará I, Fortaleza,CE,2375.0,"Rua 1151, 4ª Etapa, Conjunto Ceará I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-611, Brasil",-3.7614312,-38.6093807,1500-3000,5,0.9827935222672064,0.4456342668863262,0.1065026649787006,0.3599706671344753
36,"Avenida H, Conjunto Ceará II, Fortaleza","Casa para comprar 
Conjunto Ceará II, Fortaleza",120.0,3,1,2,400000.0,0.0,Avenida H,Conjunto Ceará II, Fortaleza,CE,3333.3333333333335,"Avenida H, 4ª Etapa, Conjunto Ceará II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-667, Brasil",-3.7768174472404654,-38.61953997108764,3001-5000,5,0.979757085020243,0.4719934102141681,0.1023480465106759,0.3617245363026446
37,"Rua 432, Conjunto Ceará I, Fortaleza","Casa para comprar 
Conjunto Ceará I, Fortaleza",105.0,4,2,2,310000.0,0.0,Rua 432,Conjunto Ceará I, Fortaleza,CE,2952.3809523809523,"Rua 432, Conjunto Ceará I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60531-110, Brasil",-3.7614076268299126,-38.60407085496803,1500-3000,5,0.9827935222672064,0.4456342668863262,0.1065026649787006,0.3599706671344753
38,"Rua 1165, Conjunto Ceará I, Fortaleza","Casa para comprar 
Conjunto Ceará I, Fortaleza",300.0,5,3,2,270000.0,0.0,Rua 1165,Conjunto Ceará I, Fortaleza,CE,900.0,"Rua 1165, 4ª Etapa, Conjunto Ceará I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-613, Brasil",-3.7641567,-38.610437,0-1500,5,0.9827935222672064,0.4456342668863262,0.1065026649787006,0.3599706671344753
39,"Rua 533, Conjunto Ceará II, Fortaleza","Casa para comprar 
Conjunto Ceará II, Fortaleza",249.0,2,2,3,220000.0,0.0,Rua 533,Conjunto Ceará II, Fortaleza,CE,883.5341365461848,"Rua 533, Conjunto Ceará II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60533-615, Brasil",-3.7679686,-38.6122805,0-1500,5,0.979757085020243,0.4719934102141681,0.1023480465106759,0.3617245363026446
40,"Rua 313, Conjunto Ceará II, Fortaleza","Casa para comprar 
Conjunto Ceará II, Fortaleza",280.0,3,3,5,310000.0,0.0,Rua 313,Conjunto Ceará II, Fortaleza,CE,1107.142857142857,"Rua 313, 4ª Etapa, Conjunto Ceará II, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60530-620, Brasil",-3.7739305,-38.6156541,0-1500,5,0.979757085020243,0.4719934102141681,0.1023480465106759,0.3617245363026446
